Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Male life expectancy,Female life expectancy ,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Year,Country
1311020000.0,640203443.0,670816557.0,12.09,6.81,9.0,25.1993971424806,42.6004922237944,38.429826971772,27.1115700891893,4.43,2752118657184.02,13.1412878950767,-5142328315.58984,292433537954.393,2039.0146603408,16.4,86.8283422182192,72.043,77.167,106.496429443359,20.509880065918,92.4162292480469,2006,China
1303720000.0,636711862.0,667008138.0,12.4,6.51,9.0,23.8000169862534,44.8001874227394,40.7354704789606,25.7503038119166,4.52,2285961149879.85,11.4926805862263,-16108656877.6873,266120066748.699,1782.31215291627,17.4,85.8727359992899,71.619,76.819,101.40434502229733,18.5551490783691,93.21315047900283,2005,China
1296075000.0,633047012.0,663027988.0,12.29,6.42,9.0,22.4994640619197,46.9002456144917,42.8977751613292,24.4918389217058,4.49,1955346768721.39,9.46634797299244,-5131609845.398,252565262557.358,1585.83878247787,20.2,84.7964546509664,71.275,76.433,101.40434502229733,16.7798404693604,93.21315047900283,2004,China
1288400000.0,629369652.0,659030348.0,12.41,6.4,9.0,21.6000336334076,49.0994891607196,45.5291258783054,23.5096419804909,4.58,1660280543846.79,10.4141240095012,-10218442819.5742,205028027179.291,1379.48463210183,23.9,83.2297577410762,70.91,76.044,101.40434502229733,14.391209602356,93.21315047900283,2003,China
1280400000.0,625534993.0,654865007.0,12.86,6.41,9.0,21.4001068842122,50.0000009774275,46.3047789136215,23.539947373688,4.24,1470557654799.95,10.5554917847453,-14945225763.5264,195606045760.537,1194.85629490784,27.0,81.202125230752,70.538,75.64,101.40434502229733,11.7157096862793,93.21315047900283,2002,China
1271850000.0,621436557.0,650413443.0,13.38,6.43,9.0,22.2999611515552,49.9999962065907,45.8941879244099,24.9633616954048,3.8,1339400897105.11,9.61003229805601,-19173100885.4826,187294606797.963,1076.54912135865,28.4,80.1974022674318,70.162,75.258,115.909858703613,9.22885990142822,93.21315047900283,2001,China
1262645000.0,617082063.0,645562937.0,14.03,6.45,9.0,22.499827550444,50.0006885569454,45.5881883817493,25.5066032829399,3.26,1211331651866.09,7.35918784614016,-14665356953.3819,177777960474.501,992.943384720171,29.6,79.8413558376096,69.723,74.189,101.40434502229733,7.55849981307983,93.21315047900283,2000,China
1252735000.0,612456938.0,640278062.0,14.64,6.46,9.0,23.0005363579121,50.099446224944,45.2551991513338,26.4620095456277,3.25,1094003874937.34,6.64497847759338,-14470369401.7455,175749408329.055,913.963447975829,30.3,79.4000083961012,69.38,73.582,101.40434502229733,6.62028980255127,93.21315047900283,1999,China
1241935000.0,607370114.0,634564886.0,15.64,6.5,9.0,23.5004357229191,49.7996730521693,44.5233067523275,27.3998464836011,3.24,1029060747620.65,6.37568697558402,-16643991466.0758,176576891391.405,870.617222318398,29.5,78.9940358838221,68.916,73.587,109.920471191406,6.2884202003479,93.21315047900283,1998,China
1230075000.0,601754660.0,628320340.0,16.57,6.51,8.910219675262654,23.6998530094944,49.9004535088342,44.3341600544252,27.9101715136404,3.23,961601980984.623,7.62534031286459,-11003647438.7794,172081335595.225,852.740686543503,30.0,78.9351141704471,68.558,72.915,110.21012878418,5.82305002212524,93.2278594970703,1997,China
1217550000.0,595844663.0,621705337.0,16.98,6.56,8.910219675262654,23.4996379989633,50.5003633127822,44.7195099634765,27.9072978216154,3.12,863749314718.538,10.0258369412282,-12437037396.9756,166923748982.912,821.080859102296,30.5,78.9858756104578,68.152,72.503,110.350860595703,5.29578018188477,92.4314270019531,1996,China
1204855000.0,589847916.0,615007084.0,17.12,6.57,8.910219675262654,23.0000813806317,52.2001029446053,46.4943425810507,27.4244807455926,3.0,734484834573.582,1.4070004587628437,-11773412104.7961,143933464644.383,770.280241190849,29.4,78.4278583846591,67.833,72.308,111.240463256836,4.67359018325806,96.9153366088867,1995,China
1251488.0,624713.0,626775.0,10.023,6.971,10.0,17.154970297712,2.37461687728953,0.868005763668845,7.21771671636737,6.807,29250532020.0746,1.4070004587628437,-2198412785.02678,465573863.869942,3671.569693726004,20.614061272584443,78.3627517306781,80.068,83.673,97.0016403198242,98.3045806884766,99.3734512329102,2022,Cyprus
1244188.0,621034.0,623154.0,10.313,7.257,10.0,17.9153669780518,2.85318447341343,1.1943430394665,7.05826554370634,7.513,29482912835.3642,4.08603204843693,-2586877778.76919,479099713.839542,3671.569693726004,15.6,78.3627517306781,79.209,83.204,99.1028137207031,96.5377883911133,99.9796371459961,2021,Cyprus
1237537.0,617605.0,619932.0,10.583,6.93,10.0,19.5111421075355,2.73172594732822,1.54675424611839,6.85454029992526,7.755,25227189744.9083,-9.59426005912395,-1758011141.06537,466466037.711887,3671.569693726004,15.0,78.3627517306781,79.345,83.448,100.735160827637,92.9377593994141,100.368499755859,2020,Cyprus
1228836.0,613199.0,615637.0,10.794,6.769,10.0,18.4347327820772,2.41076589056908,1.2753240562492,7.03041636873659,7.155,25947020102.4332,2.26929647397316,-1403209802.16054,458026278.822496,3671.569693726004,12.0,78.3627517306781,79.508,83.27,100.477699279785,88.4853286743164,102.545501708984,2019,Cyprus
1218831.0,608241.0,610590.0,10.843,6.612,10.0,16.6609412572999,2.16574291031958,1.02187491832841,6.36571697387629,8.504,25597301190.9231,3.63703887243767,-936403630.877187,442459959.510897,3671.569693726004,12.0,78.3627517306781,79.67,83.058,99.7954406738281,81.3370819091797,101.87670135498,2018,Cyprus
1208523.0,603094.0,605429.0,10.994,6.453,10.0,17.0473243073625,2.5277873184451,1.07629950156105,6.88972527171574,11.155,22946583374.7569,6.39470056728283,-697980292.945269,424975891.442948,3671.569693726004,10.9,78.3627517306781,79.246,83.415,99.3066864013672,75.9408111572266,101.269729614258,2017,Cyprus
1197881.0,597688.0,600193.0,11.419,6.462,10.0,17.050355954211,3.64349357491456,1.63376307785144,6.38949368430495,13.006,21046452116.3809,4.31993512532873,-834505325.762105,451185884.706685,3671.569693726004,10.3,78.3627517306781,78.945,83.185,98.5455093383789,67.1711120605469,98.4673919677734,2016,Cyprus
1187280.0,592342.0,594938.0,11.208,6.358,10.0,16.2250633184754,3.99517320941793,2.06721198222615,6.30832812135928,15.026,19909269064.1204,8.24447775448441,-134376434.71736,371902063.846579,3671.569693726004,10.4,78.3627517306781,79.051,82.873,99.3001174926758,60.1012306213379,96.8190612792969,2015,Cyprus
1176995.0,587186.0,589809.0,11.163,6.317,10.0,16.5174789390393,4.43014583945341,2.06020181568807,7.03538305793221,16.277,23225912184.5047,-2.64498835630003,-633846323.2345,428490657.488747,3548.86809204797,9.5,92.9062150260328,78.817,82.723,99.152717590332,53.1043510437012,99.8253784179688,2014,Cyprus
1166968.0,582139.0,584829.0,11.088,6.399,10.0,17.5624669518819,3.10532134788252,1.67670056554703,7.28931994348773,16.131,23959708956.3563,-8.05282763922605,-314413352.132602,487900099.123652,3516.80594497878,9.7,92.9908098356461,78.409,82.405,99.7619781494141,47.5252418518066,98.3320693969727,2013,Cyprus
1156556.0,576891.0,579665.0,11.762,6.439,10.0,20.1705633102081,2.91263392881913,1.84418331952998,8.31112496002493,12.097,25047433100.1301,-8.69261994109323,-174672159.099867,501268009.07489,3960.03306368217,8.6,94.165524866543,78.091,82.15,100.175346374512,45.8635902404785,100.064140319824,2012,Cyprus
1145086.0,571053.0,574033.0,11.507,6.354,10.0,20.8976622265019,3.82834929296172,2.35119837444102,8.37931293990898,7.942,27641551807.2994,1.86676816988296,725191983.260276,592999384.854468,4164.75269106425,7.6,94.8940948336657,77.736,82.336,101.200538635254,46.5397300720215,101.733100891113,2011,Cyprus
1129686.0,563094.0,566592.0,12.045,6.412,10.0,20.4025952656042,3.79540785904742,2.47944669189612,9.15062144345715,6.36,25799940416.2212,-1.82037320510474,-368643359.219589,530873959.154209,4516.29921942912,6.5,95.3906538183929,77.362,82.048,101.624328613281,48.311580657959,99.3164901733398,2010,Cyprus
1110974.0,553402.0,557572.0,12.286,6.443,10.0,21.8217193735568,3.92946456502124,2.95601547104086,9.42490575911949,5.594,26048249356.8358,-3.63950317450701,-72511948.5500694,518052876.709315,4523.95825644885,6.3,95.7814844337477,77.109,81.766,102.179481506348,47.6964492797852,99.6785507202148,2009,Cyprus
1092390.0,543818.0,548572.0,12.167,6.599,10.0,23.0456880286712,4.23117546694592,2.65884079236977,9.55581175977361,3.756,27844698989.3072,6.00827802258397,-456532884.136517,582876812.655632,4509.37851866092,5.7,96.1058446007409,76.813,81.198,101.213508605957,40.8491706848145,98.0635833740234,2008,Cyprus
1073873.0,534289.0,539584.0,11.821,6.598,10.0,22.519448412669,4.385052664303,2.35494335091334,9.46080781640772,3.946,23968764029.5647,2.59244027545353,-1535628250.75281,485017793.594306,4335.70822620552,4.3,96.7166461124675,76.656,81.006,100.688270568848,36.2316017150879,97.8872604370117,2007,Cyprus
1055438.0,524816.0,530622.0,12.243,6.796,10.0,22.6451172143378,4.26086165553519,2.88082083662194,10.0379031221894,4.593,20072786350.5206,2.21012031239034,-1112482749.96864,456851085.183791,4198.25702694047,3.5,97.5068932877896,76.255,80.522,100.887046813965,34.3019485473633,99.2592620849609,2006,Cyprus
1037062.0,515382.0,521680.0,11.882,6.889,10.0,24.0471420295452,4.73854237069937,3.44596237055764,10.3612231999611,5.481,18433411267.2553,2.49084322076601,-958400696.430792,504804128.839697,4062.43792560136,3.4,97.4315706565891,75.953,80.287,99.8711776733398,34.102180480957,98.7711868286133,2005,Cyprus
1018684.0,505946.0,512738.0,12.111,6.916,9.0,23.9911370243197,4.82567218099562,3.6335148847273,10.545897684598,4.77,17320552500.0,2.43804653913169,-974662500.0,534047500.0,3914.85485194624,3.3,97.5007966536882,75.815,80.105,97.1988677978516,36.0204582214355,86.8912887573242,2004,Cyprus
1000350.0,496535.0,503815.0,11.949,6.952,9.0,22.87509917735,5.18666221238569,3.8722778864582,11.1089044020536,4.153,14547325028.3126,4.90136859618573,-592955832.389581,487758776.896942,3891.63792672565,3.2,97.8101748386258,75.621,79.992,97.3882293701172,31.9552307128906,100.727836608887,2003,Cyprus
982194.0,487230.0,494964.0,11.786,7.113,9.0,23.1816392818681,5.25429153457232,4.2089758869973,11.9164970828107,3.336,11420227884.6154,3.39898969805684,-589028846.153846,432627884.615385,3683.59000360418,3.2,97.7756552510606,75.37,79.635,97.7734527587891,25.1022891998291,100.450119018555,2002,Cyprus
964830.0,478320.0,486510.0,12.182,7.316,9.0,23.6946785972879,4.83824830828916,3.92405828647439,12.3102968740553,4.043,10397897085.6102,6.66677737216513,-742094717.668488,401441712.204007,3438.94779391188,3.0,97.8273938327575,74.977,79.02,96.6496124267578,21.6125202178955,98.0424880981445,2001,Cyprus
948237.0,469782.0,478455.0,12.655,7.458,9.0,23.7697949401682,5.40440053331186,4.5998583355027,12.942323176675,4.766,9985844486.33365,1.72528803287773,-857276154.571159,364210179.076343,3355.70115909841,3.1,97.8604881007199,74.601,78.552,96.7313537597656,19.5623207092285,97.6595001220703,2000,Cyprus
931600.0,461223.0,470377.0,12.872,7.509,9.0,24.3432265215589,4.66491249150909,4.03060389847358,13.8560660399914,5.532,10497908306.3646,-5.00861743122101,-602610571.736785,409307443.365696,3159.08115070846,3.2,97.6916192591235,74.255,78.363,101.40434502229733,33.94007270469477,93.21315047900283,1999,Cyprus
914660.0,452513.0,462147.0,13.531,7.463,9.0,24.7254546215446,5.81191826043716,5.18335952151655,14.8277915758528,3.3,10248617647.0588,16.9394163787433,309276018.099548,444230769.230769,3077.64633853016,3.2,97.677292296233,74.0,78.417,101.40434502229733,33.94007270469477,93.21315047900283,1998,Cyprus
897471.0,443707.0,453764.0,14.258,7.624,8.910219675262654,24.9364402487693,7.21745031703908,6.61833411752232,15.7018933193726,3.4,9547818700.11403,0.0862028070410759,-523192702.394527,374307867.730901,2846.8886459841,3.3,97.5864425725405,73.763,77.958,101.40434502229733,33.94007270469477,93.21315047900283,1997,Cyprus
880058.0,434822.0,445236.0,15.049,7.805,8.910219675262654,25.2788740282841,8.88455574628298,8.36991956771957,16.7246762376715,3.1,10011918444.1656,-0.660928636138777,-484090338.770389,458367628.607277,2795.27031172945,3.3,97.5930946539924,73.509,77.567,101.40434502229733,33.94007270469477,93.21315047900283,1996,Cyprus
862418.0,425873.0,436545.0,15.763,8.078,8.910219675262654,25.5320669610241,10.8155183549866,10.4547722574667,17.7774609736973,2.6,9933133247.08926,2.92016010704906,-501888745.148771,474417852.522639,2762.00172074331,3.3,97.3660842562747,73.142,77.158,101.40434502229733,33.94007270469477,93.21315047900283,1995,Cyprus
3712502.0,1967487.0,1745015.0,13.099,15.197,9.0,13.8207586891176,39.9116046507938,41.4439816488536,5.89258163561467,11.657,24984568959.605,1.4070004587628437,-1737695597.00981,1657065359.02887,3671.569693726004,20.614061272584443,78.3627517306781,66.76,76.461,104.548118591309,78.9377136230469,111.292549133301,2022,Georgia
3708610.0,1964929.0,1743681.0,13.412,15.166,9.0,13.7544319339071,40.7277350319505,42.6920271489856,5.85854340005192,11.794,18853115588.8106,7.52598574588362,-1174541339.37719,1362574497.81117,3671.569693726004,25.2,78.3627517306781,66.803,76.681,102.966720581055,76.8213119506836,88.7954330444336,2021,Georgia
3722716.0,1971581.0,1751135.0,12.966,13.976,9.0,13.4160695516958,41.054733805906,42.7531605158984,5.82914560282036,11.73,16010869215.68,-4.01289859879745,-756604174.036081,1331551693.08937,3671.569693726004,23.4,78.3627517306781,67.74,77.874,101.76244354248,71.3107528686523,95.0958023071289,2020,Georgia
3720161.0,1969251.0,1750910.0,13.451,12.88,9.0,14.2604534365359,38.1471021160812,40.1905409146971,5.70037000679604,11.565,17638337116.9126,4.70527924151425,-796378405.221339,1293857796.53802,3671.569693726004,24.7,78.3627517306781,68.493,78.429,101.853393554688,69.0164108276367,98.4816665649414,2019,Georgia
3726549.0,1971912.0,1754637.0,14.395,12.963,9.0,14.3935184162761,38.8995298416551,41.3632210300884,5.897759046027,12.667,17902544880.6471,7.4055755694542,-674227421.582166,1353717103.96528,3671.569693726004,27.4,78.3627517306781,68.495,78.153,101.231880187988,66.0417785644531,102.538223266602,2018,Georgia
3728004.0,1972199.0,1755805.0,14.856,12.603,9.0,13.170754439464,43.1272699735831,45.6897480911396,5.50215137823249,13.939,16473125375.0684,8.02169877982652,-791184088.570743,1139711190.32875,3671.569693726004,27.5,78.3627517306781,68.836,78.224,103.245559692383,62.7497596740723,120.752311706543,2017,Georgia
3727505.0,1971253.0,1756252.0,15.471,12.411,9.0,11.9113786800055,43.8142198168309,45.6944223088328,6.04869673568148,16.604,15444548901.9637,0.0728181211673302,-699550264.606154,1236069463.07661,3671.569693726004,27.2,78.3627517306781,68.696,78.43,104.187187194824,57.3850593566895,120.578979492188,2016,Georgia
