Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Male life expectancy,Female life expectancy ,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Year,Country
19262847.0,9595036.0,9667811.0,50.351,12.463,6.0,9.44567806706135,65.3547357159493,85.8091533397721,8.43934608844041,7.953,442439165069.96936,1.4070004587628437,208619707.236547,31235740622.087406,3671.569693726004,43.4,78.3627517306781,53.41,56.3,27.298849105835,33.94007270469477,93.21315047900283,1999,Afghanistan
18493132.0,9217591.0,9275541.0,50.88,13.565,6.0,9.68443723504314,65.2774635024059,85.5950730673637,8.87739461261778,7.941,442439165069.96936,1.4070004587628437,208619707.236547,31235740622.087406,3671.569693726004,38.0,78.3627517306781,51.134,54.818,34.2968788146973,33.94007270469477,93.21315047900283,1998,Afghanistan
17788819.0,8871957.0,8916862.0,51.4,13.334,8.910219675262654,9.93020059132764,65.1876986227117,85.4493037764568,9.21611430217918,7.92,442439165069.96936,1.4070004587628437,208619707.236547,31235740622.087406,3671.569693726004,36.4,78.3627517306781,52.153,55.151,101.40434502229733,33.94007270469477,93.21315047900283,1997,Afghanistan
17106595.0,8537420.0,8569175.0,51.873,13.627,8.910219675262654,10.1970286341152,65.0615138707333,85.3274045587469,9.50831230220727,7.941,442439165069.96936,1.4070004587628437,208619707.236547,31235740622.087406,3671.569693726004,33.9,78.3627517306781,51.722,54.806,101.40434502229733,33.94007270469477,93.21315047900283,1996,Afghanistan
16418912.0,8199445.0,8219467.0,52.073,14.092,8.910219675262654,10.2950063101122,65.1691123775489,85.50141110684,9.45096609072481,7.967,442439165069.96936,1.4070004587628437,208619707.236547,31235740622.087406,3671.569693726004,31.8,78.3627517306781,51.039,54.087,49.6983299255371,33.94007270469477,93.21315047900283,1995,Afghanistan
2780469.0,1530390.0,1250079.0,11.7,11.881,12.0,14.0388972734158,52.4162233797935,64.5202942091782,4.74499078352046,8.608,19513474648.2429,1.4070004587628437,-848626328.643239,2024159340.78546,3671.569693726004,20.614061272584443,78.3627517306781,67.866,78.447,92.9023818969727,59.8064498901367,92.1473693847656,2022,Armenia
2790974.0,1534476.0,1256498.0,12.049,13.007,12.0,13.8901363623673,53.1009177239171,65.3028632825516,4.7630860100311,10.012,13878908628.9378,2.93970961159937,-406357747.781726,1574360720.16992,3671.569693726004,9.1,78.3627517306781,66.554,77.35,93.8099975585938,58.7563095092773,100.631843566895,2021,Armenia
2805608.0,1540096.0,1265512.0,12.455,12.792,12.0,12.9802491230171,52.3839089528943,60.7935593952941,5.49376810739983,12.18,12641698583.2152,-8.62683878069626,-196243974.999234,1434808157.53483,3671.569693726004,8.4,78.3627517306781,67.051,76.996,96.6205673217773,53.3061294555664,101.986747741699,2020,Armenia
2820602.0,1545835.0,1274767.0,12.892,9.662,12.0,15.1076418373151,49.6460814375233,61.3256770686054,5.49028371964328,12.2,13619290539.2116,6.35450211867654,179704242.562942,1569706412.82118,3671.569693726004,10.3,78.3627517306781,70.403,79.856,97.3231430053711,53.3068199157715,97.2270965576172,2019,Armenia
2836557.0,1551562.0,1284995.0,13.307,9.75,12.0,15.5953272230156,51.521835206116,63.7892667671153,5.45113257954646,13.212,12457940694.7395,4.69872492947587,200340489.035019,1736924917.50731,3671.569693726004,11.1,78.3627517306781,69.992,79.601,100.061309814453,56.1650505065918,100.23706817627,2018,Armenia
2851923.0,1556899.0,1295024.0,13.606,9.664,12.0,15.5044428736698,51.7779239848325,64.0287634062061,5.45743814515647,12.968,11527458709.0158,10.8948237772913,405555183.60953,1728457144.54852,3671.569693726004,12.6,78.3627517306781,69.92,79.381,101.619812011719,53.5907592773438,102.763427734375,2017,Armenia
2865835.0,1561467.0,1304368.0,14.504,9.634,12.0,15.3968513883366,52.0792178240104,64.1839015773265,5.49031562162923,12.732,10546136235.5219,-1.02611096923701,245059601.272041,1728561668.52697,3671.569693726004,13.2,78.3627517306781,69.673,79.203,103.061706542969,51.7460098266602,105.009422302246,2016,Armenia
2878595.0,1565465.0,1313130.0,14.641,9.607,12.0,15.4390158116037,52.1639834369854,64.4868414506741,5.49972638177205,12.468,10553337518.414,-1.02243730328956,428407517.563457,1817613988.15802,3671.569693726004,10.7,78.3627517306781,69.595,78.833,102.382690429688,45.4674301147461,94.2263793945312,2015,Armenia
2889930.0,1568781.0,1321149.0,15.842,9.704,12.0,15.4653505205783,52.339154870644,64.7335952033826,5.57371518072438,12.201,11609513246.7958,1.63363309937861,522216023.003416,2098075453.6784,1976.86449152748,7.1,74.5618657137382,69.236,78.498,100.915573120117,44.411018371582,94.6037063598633,2014,Armenia
